Data,Hora,Equipamento,Usuário Reserva
2020-01-01,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2020-01-01,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2020-01-01,18:00 ~ 20:00,MEV MAGELLAN,xxxxx
2020-01-01,18:00 ~ 20:00,MEV XL30 TMP,xxxxx
2020-01-01,16:00 ~ 18:00,MEV XL30 TMP,xxxxx
2020-01-01,14:00 ~ 16:00,MEV XL30 TMP,xxxxx
2020-01-01,12:00 ~ 14:00,MEV XL30 TMP,xxxxx
2020-01-01,10:00 ~ 12:00,MEV XL30 TMP,xxxxx
2020-01-01,08:00 ~ 10:00,MEV XL30 TMP,xxxxx
2020-01-01,12:00 ~ 14:00,MEV XL30 FEG,xxxxx
2020-01-01,18:00 ~ 20:00,MEV XL30 FEG,xxxxx
2020-01-01,12:00 ~ 14:00,MEV INSPECT EBSD,xxxxx
2020-01-01,18:00 ~ 20:00,MEV INSPECT EBSD,xxxxx
2020-01-01,12:00 ~ 14:00,MET TECNAI G2F20,xxxxx
2020-01-01,18:00 ~ 20:00,MET TECNAI G2F20,xxxxx
2020-01-01,08:00 ~ 10:00,MET CM120,xxxxx
2020-01-01,10:00 ~ 12:00,MET CM120,xxxxx
2020-01-01,12:00 ~ 14:00,MET CM120,xxxxx
2020-01-01,14:00 ~ 16:00,MET CM120,xxxxx
2020-01-01,16:00 ~ 18:00,MET CM120,xxxxx
2020-01-01,18:00 ~ 20:00,MET CM120,xxxxx
2020-01-01,08:00 ~ 10:00,AFM NANOSCOPE 3,xxxxx
2020-01-01,10:00 ~ 12:00,AFM NANOSCOPE 3,xxxxx
2020-01-01,14:00 ~ 16:00,AFM NANOSCOPE 3,xxxxx
2020-01-01,16:00 ~ 18:00,AFM NANOSCOPE 3,xxxxx
2020-01-01,18:00 ~ 20:00,AFM NANOSCOPE 3,xxxxx
2020-01-01,12:00 ~ 14:00,AFM NANOSCOPE 3,xxxxx
2020-01-01,08:00 ~ 10:00,FLUORESCÊNCIA RX,xxxxx
2020-01-01,10:00 ~ 12:00,FLUORESCÊNCIA RX,xxxxx
2020-01-01,12:00 ~ 14:00,FLUORESCÊNCIA RX,xxxxx
2020-01-01,18:00 ~ 20:00,FLUORESCÊNCIA RX,xxxxx
2020-01-01,14:00 ~ 16:00,FLUORESCÊNCIA RX,xxxxx
2020-01-01,16:00 ~ 18:00,FLUORESCÊNCIA RX,xxxxx
2020-01-01,18:00 ~ 20:00,MET TECNAI LaB6 - ASTAR,xxxxx
2020-01-01,12:00 ~ 14:00,MET TECNAI LaB6 - ASTAR,xxxxx
2020-01-02,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2020-01-02,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2020-01-02,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2020-01-02,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2020-01-02,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2020-01-02,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2020-01-02,08:00 ~ 10:00,MET TECNAI LaB6 - ASTAR,xxxxx
2020-01-02,10:00 ~ 12:00,MET TECNAI LaB6 - ASTAR,xxxxx
2020-01-02,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2020-01-02,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2020-01-02,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2020-01-02,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2020-01-02,12:00 ~ 14:00,MEV MAGELLAN,xxxxx
2020-01-02,18:00 ~ 20:00,MEV MAGELLAN,xxxxx
2020-01-02,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2020-01-02,16:00 ~ 18:00,MET TECNAI G2F20,xxxxx
2020-01-02,14:00 ~ 16:00,MET TECNAI LaB6 - ASTAR,xxxxx
2020-01-02,16:00 ~ 18:00,MET TECNAI LaB6 - ASTAR,xxxxx
2020-01-02,18:00 ~ 20:00,MEV XL30 TMP,xxxxx
2020-01-02,16:00 ~ 18:00,MEV XL30 TMP,xxxxx
2020-01-02,14:00 ~ 16:00,MEV XL30 TMP,xxxxx
2020-01-02,12:00 ~ 14:00,MEV XL30 TMP,xxxxx
2020-01-02,08:00 ~ 10:00,MEV XL30 TMP,xxxxx
2020-01-02,10:00 ~ 12:00,MEV XL30 TMP,xxxxx
2020-01-02,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2020-01-02,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2020-01-02,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2020-01-02,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2020-01-02,12:00 ~ 14:00,MEV XL30 FEG,xxxxx
2020-01-02,18:00 ~ 20:00,MEV XL30 FEG,xxxxx
2020-01-02,12:00 ~ 14:00,MEV INSPECT EBSD,xxxxx
2020-01-02,18:00 ~ 20:00,MEV INSPECT EBSD,xxxxx
2020-01-02,12:00 ~ 14:00,MET TECNAI G2F20,xxxxx
2020-01-02,18:00 ~ 20:00,MET TECNAI G2F20,xxxxx
2020-01-02,08:00 ~ 10:00,MET CM120,xxxxx
2020-01-02,10:00 ~ 12:00,MET CM120,xxxxx
2020-01-02,12:00 ~ 14:00,MET CM120,xxxxx
2020-01-02,16:00 ~ 18:00,MET CM120,xxxxx
2020-01-02,18:00 ~ 20:00,MET CM120,xxxxx
2020-01-02,14:00 ~ 16:00,MET CM120,xxxxx
2020-01-02,18:00 ~ 20:00,AFM NANOSCOPE 3,xxxxx
2020-01-02,08:00 ~ 10:00,AFM NANOSCOPE 3,xxxxx
2020-01-02,10:00 ~ 12:00,AFM NANOSCOPE 3,xxxxx
2020-01-02,12:00 ~ 14:00,AFM NANOSCOPE 3,xxxxx
2020-01-02,14:00 ~ 16:00,AFM NANOSCOPE 3,xxxxx
2020-01-02,16:00 ~ 18:00,AFM NANOSCOPE 3,xxxxx
2020-01-02,08:00 ~ 10:00,FLUORESCÊNCIA RX,xxxxx
2020-01-02,10:00 ~ 12:00,FLUORESCÊNCIA RX,xxxxx
2020-01-02,12:00 ~ 14:00,FLUORESCÊNCIA RX,xxxxx
2020-01-02,16:00 ~ 18:00,FLUORESCÊNCIA RX,xxxxx
2020-01-02,14:00 ~ 16:00,FLUORESCÊNCIA RX,xxxxx
2020-01-02,18:00 ~ 20:00,FLUORESCÊNCIA RX,xxxxx
2020-01-02,12:00 ~ 14:00,MET TECNAI LaB6 - ASTAR,xxxxx
2020-01-02,18:00 ~ 20:00,MET TECNAI LaB6 - ASTAR,xxxxx
2020-01-03,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2020-01-03,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2020-01-03,12:00 ~ 14:00,MEV MAGELLAN,xxxxx
2020-01-03,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2020-01-03,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2020-01-03,18:00 ~ 20:00,MEV MAGELLAN,xxxxx
2020-01-03,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2020-01-03,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2020-01-03,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2020-01-03,16:00 ~ 18:00,MET TECNAI G2F20,xxxxx
2020-01-03,08:00 ~ 10:00,MET TECNAI LaB6 - ASTAR,xxxxx
2020-01-03,10:00 ~ 12:00,MET TECNAI LaB6 - ASTAR,xxxxx
2020-01-03,14:00 ~ 16:00,MET TECNAI LaB6 - ASTAR,xxxxx
2020-01-03,16:00 ~ 18:00,MET TECNAI LaB6 - ASTAR,xxxxx
2020-01-03,08:00 ~ 10:00,MEV XL30 TMP,xxxxx
2020-01-03,10:00 ~ 12:00,MEV XL30 TMP,xxxxx
2020-01-03,12:00 ~ 14:00,MEV XL30 TMP,xxxxx
2020-01-03,14:00 ~ 16:00,MEV XL30 TMP,xxxxx
2020-01-03,16:00 ~ 18:00,MEV XL30 TMP,xxxxx
2020-01-03,18:00 ~ 20:00,MEV XL30 TMP,xxxxx
2020-01-03,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2020-01-03,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2020-01-03,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2020-01-03,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2020-01-03,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2020-01-03,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2020-01-03,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2020-01-03,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2020-01-03,12:00 ~ 14:00,MEV XL30 FEG,xxxxx
2020-01-03,18:00 ~ 20:00,MEV XL30 FEG,xxxxx
2020-01-03,12:00 ~ 14:00,MEV INSPECT EBSD,xxxxx
2020-01-03,18:00 ~ 20:00,MEV INSPECT EBSD,xxxxx
2020-01-03,12:00 ~ 14:00,MET TECNAI G2F20,xxxxx
2020-01-03,18:00 ~ 20:00,MET TECNAI G2F20,xxxxx
2020-01-03,18:00 ~ 20:00,MET CM120,xxxxx
2020-01-03,16:00 ~ 18:00,MET CM120,xxxxx
2020-01-03,14:00 ~ 16:00,MET CM120,xxxxx
2020-01-03,12:00 ~ 14:00,MET CM120,xxxxx
2020-01-03,10:00 ~ 12:00,MET CM120,xxxxx
2020-01-03,08:00 ~ 10:00,MET CM120,xxxxx
2020-01-03,18:00 ~ 20:00,AFM NANOSCOPE 3,xxxxx
2020-01-03,16:00 ~ 18:00,AFM NANOSCOPE 3,xxxxx
2020-01-03,12:00 ~ 14:00,AFM NANOSCOPE 3,xxxxx
2020-01-03,10:00 ~ 12:00,AFM NANOSCOPE 3,xxxxx
2020-01-03,14:00 ~ 16:00,AFM NANOSCOPE 3,xxxxx
2020-01-03,08:00 ~ 10:00,AFM NANOSCOPE 3,xxxxx
2020-01-03,08:00 ~ 10:00,FLUORESCÊNCIA RX,xxxxx
2020-01-03,14:00 ~ 16:00,FLUORESCÊNCIA RX,xxxxx
2020-01-03,16:00 ~ 18:00,FLUORESCÊNCIA RX,xxxxx
2020-01-03,18:00 ~ 20:00,FLUORESCÊNCIA RX,xxxxx
2020-01-03,12:00 ~ 14:00,FLUORESCÊNCIA RX,xxxxx
2020-01-03,10:00 ~ 12:00,FLUORESCÊNCIA RX,xxxxx
2020-01-03,12:00 ~ 14:00,MET TECNAI LaB6 - ASTAR,xxxxx
2020-01-03,18:00 ~ 20:00,MET TECNAI LaB6 - ASTAR,xxxxx
2020-01-06,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2020-01-06,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2020-01-06,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2020-01-06,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2020-01-06,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2020-01-06,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2020-01-06,16:00 ~ 18:00,MET TECNAI G2F20,xxxxx
2020-01-07,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2020-01-07,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2020-01-07,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2020-01-07,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2020-01-07,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2020-01-07,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2020-01-07,16:00 ~ 18:00,MET TECNAI G2F20,xxxxx
2020-01-07,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2020-01-07,18:00 ~ 20:00,MEV XL30 FEG,xxxxx
2020-01-08,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2020-01-08,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2020-01-08,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2020-01-08,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2020-01-08,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2020-01-08,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2020-01-08,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2020-01-08,16:00 ~ 18:00,MET TECNAI G2F20,xxxxx
2020-01-08,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2020-01-08,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2020-01-08,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2020-01-08,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2020-01-08,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2020-01-08,12:00 ~ 14:00,MEV XL30 FEG,xxxxx
2020-01-08,14:00 ~ 16:00,MET TECNAI LaB6 - ASTAR,xxxxx
2020-01-08,16:00 ~ 18:00,MET TECNAI LaB6 - ASTAR,xxxxx
2020-01-09,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2020-01-09,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2020-01-09,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2020-01-09,16:00 ~ 18:00,MET TECNAI G2F20,xxxxx
2020-01-09,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2020-01-09,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2020-01-09,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2020-01-09,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2020-01-09,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2020-01-09,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2020-01-09,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2020-01-09,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2020-01-09,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2020-01-09,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2020-01-09,08:00 ~ 10:00,MET TECNAI LaB6 - ASTAR,xxxxx
2020-01-09,10:00 ~ 12:00,MET TECNAI LaB6 - ASTAR,xxxxx
2020-01-10,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2020-01-10,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2020-01-10,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2020-01-10,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2020-01-10,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2020-01-10,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2020-01-10,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2020-01-10,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2020-01-10,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2020-01-10,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2020-01-10,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2020-01-10,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2020-01-10,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2020-01-10,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2020-01-13,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2020-01-13,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2020-01-13,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2020-01-13,16:00 ~ 18:00,MET TECNAI G2F20,xxxxx
2020-01-13,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2020-01-13,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2020-01-13,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2020-01-13,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2020-01-13,18:00 ~ 20:00,MEV XL30 FEG,xxxxx
2020-01-13,12:00 ~ 14:00,MEV MAGELLAN,xxxxx
2020-01-13,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2020-01-13,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2020-01-13,10:00 ~ 12:00,MICROSCOPIO OPTICO CONFOCAL OLYMPUS,xxxxx
2020-01-14,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2020-01-14,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2020-01-14,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2020-01-14,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2020-01-14,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2020-01-14,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2020-01-14,16:00 ~ 18:00,MET TECNAI G2F20,xxxxx
2020-01-14,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2020-01-14,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2020-01-14,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2020-01-14,12:00 ~ 14:00,MEV INSPECT EBSD,xxxxx
2020-01-14,18:00 ~ 20:00,MEV XL30 TMP,xxxxx
2020-01-14,16:00 ~ 18:00,MEV XL30 TMP,xxxxx
2020-01-14,14:00 ~ 16:00,MEV XL30 TMP,xxxxx
2020-01-14,12:00 ~ 14:00,MEV XL30 TMP,xxxxx
2020-01-14,10:00 ~ 12:00,MEV XL30 TMP,xxxxx
2020-01-14,08:00 ~ 10:00,MEV XL30 TMP,xxxxx
2020-01-14,18:00 ~ 20:00,MEV INSPECT EBSD,xxxxx
2020-01-15,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2020-01-15,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2020-01-15,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2020-01-15,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2020-01-15,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2020-01-15,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2020-01-15,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2020-01-15,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2020-01-15,16:00 ~ 18:00,MET TECNAI G2F20,xxxxx
2020-01-15,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2020-01-15,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2020-01-15,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2020-01-15,08:00 ~ 10:00,MEV XL30 TMP,xxxxx
2020-01-15,10:00 ~ 12:00,MEV XL30 TMP,xxxxx
2020-01-15,12:00 ~ 14:00,MEV XL30 TMP,xxxxx
2020-01-15,14:00 ~ 16:00,MEV XL30 TMP,xxxxx
2020-01-15,16:00 ~ 18:00,MEV XL30 TMP,xxxxx
2020-01-15,18:00 ~ 20:00,MEV XL30 TMP,xxxxx
2020-01-15,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2020-01-16,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2020-01-16,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2020-01-16,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2020-01-16,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2020-01-16,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2020-01-16,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2020-01-16,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2020-01-16,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2020-01-16,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2020-01-16,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2020-01-16,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2020-01-16,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2020-01-16,16:00 ~ 18:00,MET TECNAI G2F20,xxxxx
2020-01-16,16:00 ~ 18:00,MET TECNAI LaB6 - ASTAR,xxxxx
2020-01-16,08:00 ~ 10:00,MEV XL30 TMP,xxxxx
2020-01-16,10:00 ~ 12:00,MEV XL30 TMP,xxxxx
2020-01-16,12:00 ~ 14:00,MEV XL30 TMP,xxxxx
2020-01-16,14:00 ~ 16:00,MEV XL30 TMP,xxxxx
2020-01-16,16:00 ~ 18:00,MEV XL30 TMP,xxxxx
2020-01-16,18:00 ~ 20:00,MEV XL30 TMP,xxxxx
2020-01-16,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2020-01-16,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2020-01-16,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2020-01-17,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2020-01-17,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2020-01-17,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2020-01-17,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2020-01-17,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2020-01-17,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2020-01-17,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2020-01-17,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2020-01-17,16:00 ~ 18:00,MET TECNAI G2F20,xxxxx
2020-01-17,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2020-01-17,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2020-01-17,08:00 ~ 10:00,MEV XL30 TMP,xxxxx
2020-01-17,18:00 ~ 20:00,MEV XL30 TMP,xxxxx
2020-01-17,16:00 ~ 18:00,MEV XL30 TMP,xxxxx
2020-01-17,14:00 ~ 16:00,MEV XL30 TMP,xxxxx
2020-01-17,12:00 ~ 14:00,MEV XL30 TMP,xxxxx
2020-01-17,10:00 ~ 12:00,MEV XL30 TMP,xxxxx
2020-01-17,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2020-01-20,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2020-01-20,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2020-01-20,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2020-01-20,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2020-01-20,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2020-01-20,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2020-01-20,08:00 ~ 10:00,MEV XL30 TMP,xxxxx
2020-01-20,10:00 ~ 12:00,MEV XL30 TMP,xxxxx
2020-01-20,12:00 ~ 14:00,MEV XL30 TMP,xxxxx
2020-01-20,18:00 ~ 20:00,MEV XL30 TMP,xxxxx
2020-01-20,14:00 ~ 16:00,MICROSCOPIO OPTICO CONFOCAL OLYMPUS,xxxxx
2020-01-20,16:00 ~ 18:00,MICROSCOPIO OPTICO CONFOCAL OLYMPUS,xxxxx
2020-01-20,12:00 ~ 14:00,MEV INSPECT EBSD,xxxxx
2020-01-20,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2020-01-20,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2020-01-21,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2020-01-21,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2020-01-21,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2020-01-21,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2020-01-21,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2020-01-21,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2020-01-21,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2020-01-21,08:00 ~ 10:00,MEV XL30 TMP,xxxxx
2020-01-21,10:00 ~ 12:00,MEV XL30 TMP,xxxxx
2020-01-21,12:00 ~ 14:00,MEV XL30 TMP,xxxxx
2020-01-21,14:00 ~ 16:00,MEV XL30 TMP,xxxxx
2020-01-21,16:00 ~ 18:00,MEV XL30 TMP,xxxxx
2020-01-21,18:00 ~ 20:00,MEV XL30 TMP,xxxxx
2020-01-21,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2020-01-21,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2020-01-21,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2020-01-21,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2020-01-21,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2020-01-21,12:00 ~ 14:00,MEV MAGELLAN,xxxxx
2020-01-21,12:00 ~ 14:00,MEV INSPECT EBSD,xxxxx
2020-01-21,18:00 ~ 20:00,MEV INSPECT EBSD,xxxxx
2020-01-22,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2020-01-22,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2020-01-22,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2020-01-22,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2020-01-22,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2020-01-22,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2020-01-22,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2020-01-22,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2020-01-22,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2020-01-22,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2020-01-22,08:00 ~ 10:00,MEV XL30 TMP,xxxxx
2020-01-22,10:00 ~ 12:00,MEV XL30 TMP,xxxxx
2020-01-22,12:00 ~ 14:00,MEV XL30 TMP,xxxxx
2020-01-22,14:00 ~ 16:00,MEV XL30 TMP,xxxxx
2020-01-22,16:00 ~ 18:00,MEV XL30 TMP,xxxxx
2020-01-22,18:00 ~ 20:00,MEV XL30 TMP,xxxxx
2020-01-22,12:00 ~ 14:00,MEV XL30 FEG,xxxxx
2020-01-22,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2020-01-22,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2020-01-22,12:00 ~ 14:00,MEV MAGELLAN,xxxxx
2020-01-22,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2020-01-22,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2020-01-22,08:00 ~ 10:00,MET TECNAI LaB6 - ASTAR,xxxxx
2020-01-22,10:00 ~ 12:00,MET TECNAI LaB6 - ASTAR,xxxxx
2020-01-22,18:00 ~ 20:00,MEV INSPECT EBSD,xxxxx
2020-01-22,12:00 ~ 14:00,MEV INSPECT EBSD,xxxxx
2020-01-23,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2020-01-23,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2020-01-23,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2020-01-23,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2020-01-23,08:00 ~ 10:00,MEV XL30 TMP,xxxxx
2020-01-23,10:00 ~ 12:00,MEV XL30 TMP,xxxxx
2020-01-23,12:00 ~ 14:00,MEV XL30 TMP,xxxxx
2020-01-23,14:00 ~ 16:00,MEV XL30 TMP,xxxxx
2020-01-23,16:00 ~ 18:00,MEV XL30 TMP,xxxxx
2020-01-23,18:00 ~ 20:00,MEV XL30 TMP,xxxxx
2020-01-23,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2020-01-23,12:00 ~ 14:00,MEV XL30 FEG,xxxxx
2020-01-23,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2020-01-23,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2020-01-23,12:00 ~ 14:00,MEV MAGELLAN,xxxxx
2020-01-23,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2020-01-23,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2020-01-23,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
